toor_toitumine;toor_toitumine;;21300
ise_kontrollimine;ise_kontrollimine;;21300
harjutamine;harjutamine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
laienemine;laienemine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
auditeerimine;auditeerimine;;21300
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;21300
põdemine;põdemine;;21300
vastamine;vastamine;;21300
nais+te_kandmine;naiste_kandmine;;21300
valgustumine;valgustumine;;21300
uurimine;uurimine;;21300
analüüsimine;analüüsimine;;21300
kuulamine;kuulamine;;21300
määramine;määramine;;21300
hindamine;hindamine;;21300
hindamine;hindamine;;21300
hindamine;hindamine;;21300
tegemine;tegemine;;21300
elamine;elamine;;21300
ootamine;ootamine;;21300
lootmine;lootmine;;21300
registreerimine;registreerimine;;21300
seismine;seismine;;21300
liigutamine;liigutamine;;21300
liikumine;liikumine;;21300
andmine;andmine;;21300
tegemine;tegemine;;21300
vürtsitamine;vürtsitamine;;21300
ahju_panemine;ahju_panemine;;21300
lõikamine;lõikamine;;21300
tunglemine;tunglemine;;21300
kokku_vajumine;kokku_vajumine;;21300
söömine;söömine;;21300
välja_langemine;välja_langemine;;21300
retsenseerimine;retsenseerimine;;21300
söömine;söömine;;21300
suhtumine;suhtumine;;21300
andmine;andmine;;21300
kõikumine;kõikumine;;21300
rääkimine;rääkimine;;21300
varieerumine;varieerumine;;21300
varieerumine;varieerumine;;21300
varieerumine;varieerumine;;21300
mõtisklemine;mõtisklemine;;21300
uurimine;uurimine;;21300
uurimine;uurimine;;21300
uurimine;uurimine;;21300
loomine;loomine;;21300
lähenemine;lähenemine;;21300
vahe_tegemine;vahe_tegemine;;21300
tajumine;tajumine;;21300
seletamine;seletamine;;21300
seletamine;seletamine;;21300
planeerimine;planeerimine;;21300
kogunemine;kogunemine;;21300
sõitmine;sõitmine;;21300
ümber_istumine;ümber_istumine;;21300
õppimine;õppimine;;21300
paranemine;paranemine;;21300
vaatamine;vaatamine;;21300
lugemine;lugemine;;21300
kantseldamine;kantseldamine;;21300
tegemine;tegemine;;21300
tegemine;tegemine;;21300
registreerimine;registreerimine;;21300
tammumine;tammumine;;21300
tarbimine;tarbimine;;21300
istumine;istumine;;21300
hobuse_rautamine;hobuse_rautamine;;21300
mölisemine;mölisemine;;21300
saatmine;saatmine;;21300
toor_toitumine;toor_toitumine;;42600
ise_kontrollimine;ise_kontrollimine;;42600
harjutamine;harjutamine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
laienemine;laienemine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
auditeerimine;auditeerimine;;42600
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;42600
põdemine;põdemine;;42600
vastamine;vastamine;;42600
nais+te_kandmine;naiste_kandmine;;42600
valgustumine;valgustumine;;42600
uurimine;uurimine;;42600
analüüsimine;analüüsimine;;42600
kuulamine;kuulamine;;42600
määramine;määramine;;42600
hindamine;hindamine;;42600
hindamine;hindamine;;42600
hindamine;hindamine;;42600
tegemine;tegemine;;42600
elamine;elamine;;42600
ootamine;ootamine;;42600
lootmine;lootmine;;42600
registreerimine;registreerimine;;42600
seismine;seismine;;42600
liigutamine;liigutamine;;42600
liikumine;liikumine;;42600
andmine;andmine;;42600
tegemine;tegemine;;42600
vürtsitamine;vürtsitamine;;42600
ahju_panemine;ahju_panemine;;42600
lõikamine;lõikamine;;42600
tunglemine;tunglemine;;42600
kokku_vajumine;kokku_vajumine;;42600
söömine;söömine;;42600
välja_langemine;välja_langemine;;42600
retsenseerimine;retsenseerimine;;42600
söömine;söömine;;42600
suhtumine;suhtumine;;42600
andmine;andmine;;42600
kõikumine;kõikumine;;42600
rääkimine;rääkimine;;42600
varieerumine;varieerumine;;42600
varieerumine;varieerumine;;42600
varieerumine;varieerumine;;42600
mõtisklemine;mõtisklemine;;42600
uurimine;uurimine;;42600
uurimine;uurimine;;42600
uurimine;uurimine;;42600
loomine;loomine;;42600
lähenemine;lähenemine;;42600
vahe_tegemine;vahe_tegemine;;42600
tajumine;tajumine;;42600
seletamine;seletamine;;42600
seletamine;seletamine;;42600
planeerimine;planeerimine;;42600
kogunemine;kogunemine;;42600
sõitmine;sõitmine;;42600
ümber_istumine;ümber_istumine;;42600
õppimine;õppimine;;42600
paranemine;paranemine;;42600
vaatamine;vaatamine;;42600
lugemine;lugemine;;42600
kantseldamine;kantseldamine;;42600
tegemine;tegemine;;42600
tegemine;tegemine;;42600
registreerimine;registreerimine;;42600
tammumine;tammumine;;42600
tarbimine;tarbimine;;42600
istumine;istumine;;42600
hobuse_rautamine;hobuse_rautamine;;42600
mölisemine;mölisemine;;42600
saatmine;saatmine;;42600
tegemine;tegemine;;42600
tootmine;tootmine;;42600
kolimine;kolimine;;42600
tegemine;tegemine;;42600
lugemine;lugemine;;42600
kirjutamine;kirjutamine;;42600
moraali_lugemine;moraali_lugemine;;42600
voltimine;voltimine;;42600
pakkumine;pakkumine;;42600
pakkumine;pakkumine;;42600
pakkumine;pakkumine;;42600
käitumine;käitumine;;42600
panemine;panemine;;42600
leidmine;leidmine;;42600
vaikimine;vaikimine;;42600
vaikimine;vaikimine;;42600
juhtimine;juhtimine;;42600
liikumine;liikumine;;42600
söömine;söömine;;42600
ööbimine;ööbimine;;42600
lõpetamine;lõpetamine;;42600
pakkumine;pakkumine;;42600
ööbimine;ööbimine;;42600
elamine;elamine;;42600
keeramine;keeramine;;42600
laastamine;laastamine;;42600
mee_võtmine;mee_võtmine;;42600
käitumine;käitumine;;42600
tegemine;tegemine;;42600
tegemine;tegemine;;42600
söömine;söömine;;42600
liikumine;liikumine;;42600
nõudmine;nõudmine;;42600
pritsimine;pritsimine;;42600
jäämine;jäämine;;42600
ümber_pööramine;ümber_pööramine;;42600
orienteerumine;orienteerumine;;42600
rändamine;rändamine;;42600
tolmeldamine;tolmeldamine;;42600
tolmeldamine;tolmeldamine;;42600
ära_tundmine;ära_tundmine;;42600
haistmine;haistmine;;42600
ülenemine;ülenemine;;42600
uurimine;uurimine;;42600
valmistumine;valmistumine;;42600
noodi_lugemine;noodi_lugemine;;42600
jagamine;jagamine;;42600
lugemine;lugemine;;42600
toor_toitumine;toor_toitumine;;63900
ise_kontrollimine;ise_kontrollimine;;63900
harjutamine;harjutamine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
laienemine;laienemine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
auditeerimine;auditeerimine;;63900
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;63900
põdemine;põdemine;;63900
vastamine;vastamine;;63900
nais+te_kandmine;naiste_kandmine;;63900
valgustumine;valgustumine;;63900
uurimine;uurimine;;63900
analüüsimine;analüüsimine;;63900
kuulamine;kuulamine;;63900
määramine;määramine;;63900
hindamine;hindamine;;63900
hindamine;hindamine;;63900
hindamine;hindamine;;63900
tegemine;tegemine;;63900
elamine;elamine;;63900
ootamine;ootamine;;63900
lootmine;lootmine;;63900
registreerimine;registreerimine;;63900
seismine;seismine;;63900
liigutamine;liigutamine;;63900
liikumine;liikumine;;63900
andmine;andmine;;63900
tegemine;tegemine;;63900
vürtsitamine;vürtsitamine;;63900
ahju_panemine;ahju_panemine;;63900
lõikamine;lõikamine;;63900
tunglemine;tunglemine;;63900
kokku_vajumine;kokku_vajumine;;63900
söömine;söömine;;63900
välja_langemine;välja_langemine;;63900
retsenseerimine;retsenseerimine;;63900
söömine;söömine;;63900
suhtumine;suhtumine;;63900
andmine;andmine;;63900
kõikumine;kõikumine;;63900
rääkimine;rääkimine;;63900
varieerumine;varieerumine;;63900
varieerumine;varieerumine;;63900
varieerumine;varieerumine;;63900
mõtisklemine;mõtisklemine;;63900
uurimine;uurimine;;63900
uurimine;uurimine;;63900
uurimine;uurimine;;63900
loomine;loomine;;63900
lähenemine;lähenemine;;63900
vahe_tegemine;vahe_tegemine;;63900
tajumine;tajumine;;63900
seletamine;seletamine;;63900
seletamine;seletamine;;63900
planeerimine;planeerimine;;63900
kogunemine;kogunemine;;63900
sõitmine;sõitmine;;63900
ümber_istumine;ümber_istumine;;63900
õppimine;õppimine;;63900
paranemine;paranemine;;63900
vaatamine;vaatamine;;63900
lugemine;lugemine;;63900
kantseldamine;kantseldamine;;63900
tegemine;tegemine;;63900
tegemine;tegemine;;63900
registreerimine;registreerimine;;63900
tammumine;tammumine;;63900
tarbimine;tarbimine;;63900
istumine;istumine;;63900
hobuse_rautamine;hobuse_rautamine;;63900
mölisemine;mölisemine;;63900
saatmine;saatmine;;63900
tegemine;tegemine;;63900
tootmine;tootmine;;63900
kolimine;kolimine;;63900
tegemine;tegemine;;63900
lugemine;lugemine;;63900
kirjutamine;kirjutamine;;63900
moraali_lugemine;moraali_lugemine;;63900
voltimine;voltimine;;63900
pakkumine;pakkumine;;63900
pakkumine;pakkumine;;63900
pakkumine;pakkumine;;63900
käitumine;käitumine;;63900
panemine;panemine;;63900
leidmine;leidmine;;63900
vaikimine;vaikimine;;63900
vaikimine;vaikimine;;63900
juhtimine;juhtimine;;63900
liikumine;liikumine;;63900
söömine;söömine;;63900
ööbimine;ööbimine;;63900
lõpetamine;lõpetamine;;63900
pakkumine;pakkumine;;63900
ööbimine;ööbimine;;63900
elamine;elamine;;63900
keeramine;keeramine;;63900
laastamine;laastamine;;63900
mee_võtmine;mee_võtmine;;63900
käitumine;käitumine;;63900
tegemine;tegemine;;63900
tegemine;tegemine;;63900
söömine;söömine;;63900
liikumine;liikumine;;63900
nõudmine;nõudmine;;63900
pritsimine;pritsimine;;63900
jäämine;jäämine;;63900
ümber_pööramine;ümber_pööramine;;63900
orienteerumine;orienteerumine;;63900
rändamine;rändamine;;63900
tolmeldamine;tolmeldamine;;63900
tolmeldamine;tolmeldamine;;63900
ära_tundmine;ära_tundmine;;63900
haistmine;haistmine;;63900
ülenemine;ülenemine;;63900
uurimine;uurimine;;63900
valmistumine;valmistumine;;63900
noodi_lugemine;noodi_lugemine;;63900
jagamine;jagamine;;63900
lugemine;lugemine;;63900
sisustamine;sisustamine;;63900
ümber_keeramine;ümber_keeramine;;63900
paigutamine;paigutamine;;63900
korrastamine;korrastamine;;63900
mõistmine;mõistmine;;63900
kasutamine;kasutamine;;63900
vaatlemine;vaatlemine;;63900
kasutamine;kasutamine;;63900
kaasitamine;kaasitamine;;63900
kaaskelemine;kaaskelemine;;63900
kaasitamine;kaasitamine;;63900
määramine;määramine;;63900
mõtlemine;mõtlemine;;63900
jagamine;jagamine;;63900
jagamine;jagamine;;63900
jagamine;jagamine;;63900
säilitamine;säilitamine;;63900
sobitamine;sobitamine;;63900
jagamine;jagamine;;63900
lühendamine;lühendamine;;63900
lühendamine;lühendamine;;63900
uurimine;uurimine;;63900
kaitsmine;kaitsmine;;63900
defineerimine;defineerimine;;63900
lahterdamine;lahterdamine;;63900
mõistmine;mõistmine;;63900
kaitsmine;kaitsmine;;63900
kaitsmine;kaitsmine;;63900
kirjutamine;kirjutamine;;63900
köitmine;köitmine;;63900
kaitsmine;kaitsmine;;63900
juhendamine;juhendamine;;63900
kaitsmine;kaitsmine;;63900
juhendamine;juhendamine;;63900
kaitsmine;kaitsmine;;63900
kaitsmine;kaitsmine;;63900
kaitsmine;kaitsmine;;63900
ära_andmine;ära_andmine;;63900
kaitsmine;kaitsmine;;63900
vastamine;vastamine;;63900
purssimine;purssimine;;63900
venestamine;venestamine;;63900
kõnelemine;kõnelemine;;63900
muutumine;muutumine;;63900
muutumine;muutumine;;63900
kujunemine;kujunemine;;63900
pidamine;pidamine;;63900
määratlemine;määratlemine;;63900
olemine;olemine;;63900
pöördumine;pöördumine;;63900
pöördumine;pöördumine;;63900
esinemine;esinemine;;63900
seostumine;seostumine;;63900
elamine;elamine;;63900
tegemine;tegemine;;63900
määratlemine;määratlemine;;63900
tegemine;tegemine;;63900
ühte_sulamine;ühte_sulamine;;63900
olemine;olemine;;63900
lugemine;lugemine;;63900
tegemine;tegemine;;63900
tegemine;tegemine;;63900
tegemine;tegemine;;63900
tegemine;tegemine;;63900
määramine;määramine;;63900
ühte_sulamine;ühte_sulamine;;63900
ühte_sulamine;ühte_sulamine;;63900
poolitamine;poolitamine;;63900
tegemine;tegemine;;63900
sõitmine;sõitmine;;63900
päikse_võtmine;päikse_võtmine;;63900
välja_ostmine;välja_ostmine;;63900
rääkimine;rääkimine;;63900
nägemine;nägemine;;63900
lõpetamine;lõpetamine;;63900
õppimine;õppimine;;63900
mängimine;mängimine;;63900
nägemine;nägemine;;63900
maadlemine;maadlemine;;63900
pakkumine;pakkumine;;63900
pakkumine;pakkumine;;63900
pakkumine;pakkumine;;63900
pakkumine;pakkumine;;63900
tegemine;tegemine;;63900
rääkimine;rääkimine;;63900
seedimine;seedimine;;63900
rääkimine;rääkimine;;63900
tegemine;tegemine;;63900
rääkimine;rääkimine;;63900
küüne_lakkimine;küüne_lakkimine;;63900
mainimine;mainimine;;63900
toor_toitumine;toor_toitumine;;85200
ise_kontrollimine;ise_kontrollimine;;85200
harjutamine;harjutamine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
laienemine;laienemine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
auditeerimine;auditeerimine;;85200
kvaliteedi_juhtimine;kvaliteedi_juhtimine;;85200
põdemine;põdemine;;85200
vastamine;vastamine;;85200
nais+te_kandmine;naiste_kandmine;;85200
valgustumine;valgustumine;;85200
uurimine;uurimine;;85200
analüüsimine;analüüsimine;;85200
kuulamine;kuulamine;;85200
määramine;määramine;;85200
hindamine;hindamine;;85200
hindamine;hindamine;;85200
hindamine;hindamine;;85200
tegemine;tegemine;;85200
elamine;elamine;;85200
ootamine;ootamine;;85200
lootmine;lootmine;;85200
registreerimine;registreerimine;;85200
seismine;seismine;;85200
liigutamine;liigutamine;;85200
liikumine;liikumine;;85200
andmine;andmine;;85200
tegemine;tegemine;;85200
vürtsitamine;vürtsitamine;;85200
ahju_panemine;ahju_panemine;;85200
lõikamine;lõikamine;;85200
tunglemine;tunglemine;;85200
kokku_vajumine;kokku_vajumine;;85200
söömine;söömine;;85200
välja_langemine;välja_langemine;;85200
retsenseerimine;retsenseerimine;;85200
söömine;söömine;;85200
suhtumine;suhtumine;;85200
andmine;andmine;;85200
kõikumine;kõikumine;;85200
rääkimine;rääkimine;;85200
varieerumine;varieerumine;;85200
varieerumine;varieerumine;;85200
varieerumine;varieerumine;;85200
mõtisklemine;mõtisklemine;;85200
uurimine;uurimine;;85200
uurimine;uurimine;;85200
uurimine;uurimine;;85200
loomine;loomine;;85200
lähenemine;lähenemine;;85200
vahe_tegemine;vahe_tegemine;;85200
tajumine;tajumine;;85200
seletamine;seletamine;;85200
seletamine;seletamine;;85200
planeerimine;planeerimine;;85200
kogunemine;kogunemine;;85200
sõitmine;sõitmine;;85200
ümber_istumine;ümber_istumine;;85200
õppimine;õppimine;;85200
paranemine;paranemine;;85200
vaatamine;vaatamine;;85200
lugemine;lugemine;;85200
kantseldamine;kantseldamine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
registreerimine;registreerimine;;85200
tammumine;tammumine;;85200
tarbimine;tarbimine;;85200
istumine;istumine;;85200
hobuse_rautamine;hobuse_rautamine;;85200
mölisemine;mölisemine;;85200
saatmine;saatmine;;85200
tegemine;tegemine;;85200
tootmine;tootmine;;85200
kolimine;kolimine;;85200
tegemine;tegemine;;85200
lugemine;lugemine;;85200
kirjutamine;kirjutamine;;85200
moraali_lugemine;moraali_lugemine;;85200
voltimine;voltimine;;85200
pakkumine;pakkumine;;85200
pakkumine;pakkumine;;85200
pakkumine;pakkumine;;85200
käitumine;käitumine;;85200
panemine;panemine;;85200
leidmine;leidmine;;85200
vaikimine;vaikimine;;85200
vaikimine;vaikimine;;85200
juhtimine;juhtimine;;85200
liikumine;liikumine;;85200
söömine;söömine;;85200
ööbimine;ööbimine;;85200
lõpetamine;lõpetamine;;85200
pakkumine;pakkumine;;85200
ööbimine;ööbimine;;85200
elamine;elamine;;85200
keeramine;keeramine;;85200
laastamine;laastamine;;85200
mee_võtmine;mee_võtmine;;85200
käitumine;käitumine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
söömine;söömine;;85200
liikumine;liikumine;;85200
nõudmine;nõudmine;;85200
pritsimine;pritsimine;;85200
jäämine;jäämine;;85200
ümber_pööramine;ümber_pööramine;;85200
orienteerumine;orienteerumine;;85200
rändamine;rändamine;;85200
tolmeldamine;tolmeldamine;;85200
tolmeldamine;tolmeldamine;;85200
ära_tundmine;ära_tundmine;;85200
haistmine;haistmine;;85200
ülenemine;ülenemine;;85200
uurimine;uurimine;;85200
valmistumine;valmistumine;;85200
noodi_lugemine;noodi_lugemine;;85200
jagamine;jagamine;;85200
lugemine;lugemine;;85200
sisustamine;sisustamine;;85200
ümber_keeramine;ümber_keeramine;;85200
paigutamine;paigutamine;;85200
korrastamine;korrastamine;;85200
mõistmine;mõistmine;;85200
kasutamine;kasutamine;;85200
vaatlemine;vaatlemine;;85200
kasutamine;kasutamine;;85200
kaasitamine;kaasitamine;;85200
kaaskelemine;kaaskelemine;;85200
kaasitamine;kaasitamine;;85200
määramine;määramine;;85200
mõtlemine;mõtlemine;;85200
jagamine;jagamine;;85200
jagamine;jagamine;;85200
jagamine;jagamine;;85200
säilitamine;säilitamine;;85200
sobitamine;sobitamine;;85200
jagamine;jagamine;;85200
lühendamine;lühendamine;;85200
lühendamine;lühendamine;;85200
uurimine;uurimine;;85200
kaitsmine;kaitsmine;;85200
defineerimine;defineerimine;;85200
lahterdamine;lahterdamine;;85200
mõistmine;mõistmine;;85200
kaitsmine;kaitsmine;;85200
kaitsmine;kaitsmine;;85200
kirjutamine;kirjutamine;;85200
köitmine;köitmine;;85200
kaitsmine;kaitsmine;;85200
juhendamine;juhendamine;;85200
kaitsmine;kaitsmine;;85200
juhendamine;juhendamine;;85200
kaitsmine;kaitsmine;;85200
kaitsmine;kaitsmine;;85200
kaitsmine;kaitsmine;;85200
ära_andmine;ära_andmine;;85200
kaitsmine;kaitsmine;;85200
vastamine;vastamine;;85200
purssimine;purssimine;;85200
venestamine;venestamine;;85200
kõnelemine;kõnelemine;;85200
muutumine;muutumine;;85200
muutumine;muutumine;;85200
kujunemine;kujunemine;;85200
pidamine;pidamine;;85200
määratlemine;määratlemine;;85200
olemine;olemine;;85200
pöördumine;pöördumine;;85200
pöördumine;pöördumine;;85200
esinemine;esinemine;;85200
seostumine;seostumine;;85200
elamine;elamine;;85200
tegemine;tegemine;;85200
määratlemine;määratlemine;;85200
tegemine;tegemine;;85200
ühte_sulamine;ühte_sulamine;;85200
olemine;olemine;;85200
lugemine;lugemine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
määramine;määramine;;85200
ühte_sulamine;ühte_sulamine;;85200
ühte_sulamine;ühte_sulamine;;85200
poolitamine;poolitamine;;85200
tegemine;tegemine;;85200
sõitmine;sõitmine;;85200
päikse_võtmine;päikse_võtmine;;85200
välja_ostmine;välja_ostmine;;85200
rääkimine;rääkimine;;85200
nägemine;nägemine;;85200
lõpetamine;lõpetamine;;85200
õppimine;õppimine;;85200
mängimine;mängimine;;85200
nägemine;nägemine;;85200
maadlemine;maadlemine;;85200
pakkumine;pakkumine;;85200
pakkumine;pakkumine;;85200
pakkumine;pakkumine;;85200
pakkumine;pakkumine;;85200
tegemine;tegemine;;85200
rääkimine;rääkimine;;85200
seedimine;seedimine;;85200
rääkimine;rääkimine;;85200
tegemine;tegemine;;85200
rääkimine;rääkimine;;85200
küüne_lakkimine;küüne_lakkimine;;85200
mainimine;mainimine;;85200
manustamine;manustamine;;85200
hooldamine;hooldamine;;85200
uurimine;uurimine;;85200
mõtlemine;mõtlemine;;85200
välistamine;välistamine;;85200
manööverdamine;manööverdamine;;85200
tegemine;tegemine;;85200
viilutamine;viilutamine;;85200
kütmine;kütmine;;85200
hakkamine;hakkamine;;85200
söömine;söömine;;85200
istumine;istumine;;85200
söömine;söömine;;85200
tegemine;tegemine;;85200
arendamine;arendamine;;85200
arendamine;arendamine;;85200
loomine;loomine;;85200
loomine;loomine;;85200
tegemine;tegemine;;85200
loomine;loomine;;85200
klassifitseerimine;klassifitseerimine;;85200
klassifitseerimine;klassifitseerimine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
tegemine;tegemine;;85200
märgendamine;märgendamine;;85200
hindamine;hindamine;;85200
tegemine;tegemine;;85200
hindamine;hindamine;;85200
trükkimine;trükkimine;;85200
